filename,label,type,source
real_0101.jpg,1,real_human_iam,IAM Handwriting Database
real_0102.jpg,1,real_human_iam,IAM Handwriting Database
real_0103.jpg,1,real_human_iam,IAM Handwriting Database
real_0104.jpg,1,real_human_iam,IAM Handwriting Database
real_0105.jpg,1,real_human_iam,IAM Handwriting Database
real_0106.jpg,1,real_human_iam,IAM Handwriting Database
real_0107.jpg,1,real_human_iam,IAM Handwriting Database
real_0108.jpg,1,real_human_iam,IAM Handwriting Database
real_0109.jpg,1,real_human_iam,IAM Handwriting Database
real_0110.jpg,1,real_human_iam,IAM Handwriting Database
real_0111.jpg,1,real_human_iam,IAM Handwriting Database
real_0112.jpg,1,real_human_iam,IAM Handwriting Database
real_0113.jpg,1,real_human_iam,IAM Handwriting Database
real_0114.jpg,1,real_human_iam,IAM Handwriting Database
real_0115.jpg,1,real_human_iam,IAM Handwriting Database
real_0116.jpg,1,real_human_iam,IAM Handwriting Database
real_0117.jpg,1,real_human_iam,IAM Handwriting Database
real_0118.jpg,1,real_human_iam,IAM Handwriting Database
real_0119.jpg,1,real_human_iam,IAM Handwriting Database
real_0120.jpg,1,real_human_iam,IAM Handwriting Database
real_0121.jpg,1,real_human_iam,IAM Handwriting Database
real_0122.jpg,1,real_human_iam,IAM Handwriting Database
real_0123.jpg,1,real_human_iam,IAM Handwriting Database
real_0124.jpg,1,real_human_iam,IAM Handwriting Database
real_0125.jpg,1,real_human_iam,IAM Handwriting Database
real_0126.jpg,1,real_human_iam,IAM Handwriting Database
real_0127.jpg,1,real_human_iam,IAM Handwriting Database
real_0128.jpg,1,real_human_iam,IAM Handwriting Database
real_0129.jpg,1,real_human_iam,IAM Handwriting Database
real_0130.jpg,1,real_human_iam,IAM Handwriting Database
real_0131.jpg,1,real_human_iam,IAM Handwriting Database
real_0132.jpg,1,real_human_iam,IAM Handwriting Database
real_0133.jpg,1,real_human_iam,IAM Handwriting Database
real_0134.jpg,1,real_human_iam,IAM Handwriting Database
real_0135.jpg,1,real_human_iam,IAM Handwriting Database
real_0136.jpg,1,real_human_iam,IAM Handwriting Database
real_0137.jpg,1,real_human_iam,IAM Handwriting Database
real_0138.jpg,1,real_human_iam,IAM Handwriting Database
real_0139.jpg,1,real_human_iam,IAM Handwriting Database
real_0140.jpg,1,real_human_iam,IAM Handwriting Database
real_0141.jpg,1,real_human_iam,IAM Handwriting Database
real_0142.jpg,1,real_human_iam,IAM Handwriting Database
real_0143.jpg,1,real_human_iam,IAM Handwriting Database
real_0144.jpg,1,real_human_iam,IAM Handwriting Database
real_0145.jpg,1,real_human_iam,IAM Handwriting Database
real_0146.jpg,1,real_human_iam,IAM Handwriting Database
real_0147.jpg,1,real_human_iam,IAM Handwriting Database
real_0148.jpg,1,real_human_iam,IAM Handwriting Database
real_0149.jpg,1,real_human_iam,IAM Handwriting Database
real_0150.jpg,1,real_human_iam,IAM Handwriting Database
